article_text,category
"Diamond industry associations ask members to temporarily stop import of rough diamonds The circular was issued jointly on Tuesday by the Gem Jewellery Export Promotion Council (GJEPC), Bharat Diamond Bourse, Surat Diamond Bourse, Mumbai Diamond Merchants Association and Surat Diamond Association.",business
Gift Nifty sets record single day turnover of $15.25 billion Gift Nifty index recorded an all-time high single day trading activity of 38.63 lakh contracts with a turnover of USD 15.25 billion (about Rs 1.27 lakh crore) on Tuesday.,business
"Adani Ports to buy back another $195 million of bonds In a stock exchange filing, Adani Ports and Special Economic Zone (APSEZ) said it will buy back $195 million of bonds due in 2024 using its cash reserves.",business
"Gold hits 1-month low on Fed’s higher-for-longer rate narrative Spot gold was down 0.1% at $1,897.91 per ounce by 0700 GMT, after hitting its lowest level since Aug. 22 earlier in the session. U.S. gold futures eased 0.2% to $1,915.90.",business
"Zepto most preferred startup for professionals in India: LinkedIn ranking LinkedIn on Wednesday released its 'Top 20 Indian Startups List', an annual ranking of emerging companies where professionals want to work, based on the hiring platform's data of almost 1 crore members.",business
"Signature Global shares jump 19% in debut trade Signature Global's stock made its debut at Rs 445, up 15.58 per cent from the issue price on the BSE. Later, it jumped 17.16 per cent to Rs 451.10.",business
"BYJU’s to lay off up to 3,500 employees this fiscal BYJU's had ""over hired"" people at the time of Covid pandemic due to sudden jump in online education, but the demand has now receded, for which the company needs to do the course correction, reported PTI quoting sources.",business
"Sensex climbs 173 pts, Nifty advances to 19,728 after Nomura’s upgrade; pharma, healthcare stocks jump L&T, ITC, Sun Pharma, Coal India, Cipla, Axis Bank, Maruti Suzuki, Reliance Industries, Hindustan Unilever, IndusInd Bank, Bharti Airtel, SBI Life, Adani Enterprises and Adani Ports lifted the key indices.",business
20% TCS on remittances: Banks ready to collect the levy from Sunday Tax will not be levied on credit card spending abroad,business
"Sebi extends deadline to add nominees for demat account holders till December end ""With respect to demat accounts, it has been decided to extend the last date for submission of 'choice of nomination' to December 31, 2023,"" Sebi said in a circular.",business
"Mukesh Ambani’s children will get no salary, only fee for attending board meetings Mukesh Ambani's three children - twins Akash and Isha (both 31) and Anant (28 years) - will get only a sitting fee and a commission on the profit earned by Reliance Industries.",business
"Govt aims 60% of wheat area under climate resilient varieties in rabi season amid El Nino fear Ahead of rabi sowing from next month, the Centre on Tuesday said it targets to bring 60 per cent of the total wheat area of 30 million hectare under the climate-resistant varieties amid strong El Nino conditions.",business
"Vistara merger: AI, Singapore Airlines to maintain minimum capacity on certain routes to address competition concerns Air India and Singapore Airlines will ensure minimum capacity on various domestic and international routes, including Delhi-Sydney and Delhi-Paris, as part of commitments made to fair trade regulator CCI to address possible competition concerns arising out of the Vistara merger.",business
"India to set emission reduction mandates for 4 sectors, to start carbon trading from 2025: Report India will set carbon emission reduction targets for four fossil fuel dependent sectors, as the Asian country looks to align its industry with the country's greenhouse emissions reduction target, two government officials said.",business
"GST Council to meet on October 7 ""The 52nd meeting of the GST Council will be held on 7th October, 2023 at Vigyan Bhawan , New Delhi,"" the GST Council said in a post on X.",business
"Finance Ministry notifies angel tax valuation rules for investments in startups As per the changes in Rule 11UA of Income Tax rules, which comes into effect from September 25, the CBDT has provided that the valuation of CCPS can also be based on the fair market value of unquoted equity shares.",business
India one of the world’s most competitive aviation markets: IndiGo CEO IndiGo is India's largest carrier with a domestic market share of more than 63 per cent and is also expanding its international operations.,business
"Moody’s report on Aadhaar made sweeping assertions without citing any evidence: UIDAI International credit agency Moody's Investors Service has made sweeping assertions against Aadhaar without citing any evidence, the Unique Identification Authority of India (UIDAI) said on Monday.",business
"Asian shares dip with eyes on China economy, US shutdown Japan's benchmark Nikkei 225 index slipped 0.6 per cent in morning trading to 32,469.85.",business
"Sensex, Nifty end flat for second day; bank, IT stocks top drag, smallcap indices shine ICICI Bank, Infosys, Kotak Mahindra Bank, Adani Enterprises, Apollo Hospital, Tata Consumers, Bajaj Finserv, Titan, Adani Ports, Axis Bank, SBI Life, and Wipro were the top drags today.",business
"Bank boards should prevent overdominance by few members: RBI Das In his address at the conference for directors of urban cooperative banks (UCBs), Das said the quality of board discussions should be free and frank because the idea of cooperation is based on the idea of democracy.",business
